;matchId;blue_win;blueGold;blueMinionsKilled;blueJungleMinionsKilled;blueAvgLevel;redGold;redMinionsKilled;redJungleMinionsKilled;redAvgLevel;blueChampKills;blueHeraldKills;blueDragonKills;blueTowersDestroyed;redChampKills;redHeraldKills;redDragonKills;redTowersDestroyed
20097;3502733115;0;22970;297;79;9;30946;321;78;9,8;6;1;0;2;22;1;0;0
20098;3502579557;0;18674;282;58;7,8;29438;366;109;9,8;2;1;0;1;15;2;0;0
20099;3502596459;0;21272;288;64;8,2;31766;351;131;9,8;5;1;0;3;18;1;0;0
20100;3491118112;1;25826;381;83;9,6;26623;358;104;9,6;8;2;0;1;10;1;0;1
20101;3491151226;0;28612;357;75;9,2;27610;340;96;9,2;16;1;0;1;11;2;0;1
20102;3463578824;0;25276;327;101;9,2;27269;402;70;9;9;2;0;2;9;1;0;0
20103;3463538309;0;24183;344;82;9;23627;366;97;9;9;2;0;0;6;1;0;0
20104;3463536542;1;29517;305;100;9,4;22955;287;58;8,2;18;3;0;0;8;0;0;1
20105;3496826651;1;29095;335;61;9,2;28426;299;75;9,2;17;0;0;0;14;1;0;0
20106;3492991152;0;23989;289;43;8,4;32312;324;104;9,8;11;2;0;1;22;1;0;0
20107;3492940173;0;27645;302;92;8,8;22725;291;65;8,4;12;2;0;2;5;1;0;3
20108;3491903321;0;26336;380;78;9,4;21392;362;69;8,6;11;1;0;0;3;1;0;0
20109;3505494562;1;26717;344;106;9,4;27475;334;84;9,2;9;2;0;0;13;1;0;2
20110;3478907688;1;31839;363;85;9,4;24424;275;65;8,2;19;2;0;0;11;1;0;2
20111;3447640550;0;22438;295;71;8,4;28634;323;104;9,6;7;0;0;1;16;0;0;0
20112;3423535981;1;21759;359;82;9;26874;371;88;9,4;4;1;0;1;8;2;0;0
20113;3423540040;0;24214;352;91;9;30178;355;108;9,6;7;0;0;3;13;3;0;0
20114;3512249474;0;23717;344;73;9,2;26460;366;110;9,2;8;1;0;1;8;2;0;0
20115;3512187521;0;27449;384;91;9,2;23983;350;94;9,2;9;2;0;0;7;1;0;2
20116;3495843684;1;27960;313;83;9;23387;295;80;8,6;12;2;0;0;8;1;0;2
20117;3495766281;1;26635;337;84;8,8;25804;326;87;9,2;11;1;0;0;12;1;0;1
20118;3495790789;1;27538;313;93;8,8;27268;247;79;9;11;0;0;2;11;3;0;2
20119;3495643706;1;26709;293;81;8,6;26746;311;86;9,4;15;1;0;0;15;1;0;1
20120;3481916191;1;28520;352;100;9,6;23198;326;88;9;16;3;0;0;6;0;0;1
20121;3466932140;1;28135;360;89;9;26230;296;92;9,2;12;2;0;1;11;1;0;3
20122;3484768272;0;26891;330;87;9,2;25850;279;72;8,6;12;2;0;1;12;1;0;2
20123;3484742200;0;22503;360;62;9;26470;315;101;9,2;6;0;0;1;11;2;0;0
20124;3484681026;0;26466;362;75;9,4;26749;342;103;9,4;11;1;0;1;9;1;0;0
20125;3454732070;1;25615;294;111;9,2;26777;348;80;9;10;2;0;1;9;1;0;0
20126;3454654998;0;24218;306;77;9;28846;353;97;9,6;7;1;0;1;15;1;0;1
20127;3512300499;0;25063;301;84;8,8;24386;353;86;9;10;1;0;1;8;2;0;1
20128;3500013931;0;21902;253;69;8,6;32625;354;78;9,8;8;0;0;5;19;3;0;0
20129;3499988756;0;26784;321;77;9,2;27286;323;47;9,6;9;2;0;1;18;1;0;1
20130;3507452500;0;25351;344;97;9,4;26747;360;84;9,2;7;1;0;1;11;2;0;1
20131;3507397255;0;21630;311;71;8,2;29108;372;77;9,6;4;2;0;2;13;1;0;0
20132;3503189635;0;28363;284;86;9,4;31843;294;51;9,2;17;1;0;3;21;2;0;0
20133;3488145005;1;29565;429;105;10,2;21998;324;108;9;10;3;0;0;3;0;0;3
20134;3484390168;0;27249;335;67;9,4;25069;276;105;8,8;14;0;0;0;11;3;0;0
20135;3481086186;0;22246;327;84;8,8;28460;341;106;9,6;4;2;0;1;14;1;0;1
20136;3512315762;1;28028;366;104;9,8;23076;362;100;9,6;12;3;0;0;5;0;0;2
20137;3512274183;0;25111;334;84;9;24114;350;84;9,4;9;1;0;0;6;1;0;1
20138;3509386681;0;20767;302;61;8,4;30714;357;105;9,6;5;0;0;4;15;2;0;0
20139;3503113441;0;24491;311;101;9;26650;363;66;9,2;6;1;0;1;9;2;0;0
20140;3503035715;0;27416;270;95;9;27942;344;84;9,2;11;2;0;0;17;1;0;1
20141;3501880661;0;25501;388;84;9,2;25231;395;87;9,2;9;2;0;0;7;1;0;0
20142;3496308017;1;26377;330;58;9;25451;330;84;9,2;15;1;0;1;9;2;0;0
20143;3466830015;1;28853;332;61;9;26014;350;99;9,2;17;1;0;0;10;2;0;1
20144;3465344782;0;25007;299;51;8,6;30182;336;84;9,2;13;1;0;1;20;0;0;1
20145;3465131725;0;25050;317;102;9;28300;317;80;9,2;10;1;0;1;12;1;0;0
20146;3463825660;0;22967;350;76;9;26845;387;74;9,2;5;0;0;1;11;3;0;0
20147;3472746664;0;23179;359;104;9,4;26518;378;100;9,4;4;2;0;0;8;0;0;0
20148;3462412641;1;29297;347;76;9,4;23792;297;84;9;14;0;0;1;7;3;0;1
20149;3426302685;0;24398;364;87;9,2;26155;368;72;9,2;6;0;0;1;9;2;0;0
20150;3502305209;0;28555;326;88;9,4;29237;344;92;9,2;16;1;0;1;15;1;0;1
20151;3499087262;1;25275;359;88;8,8;25010;332;92;9,6;8;2;0;0;9;1;0;0
20152;3476771687;0;23308;308;71;8,6;28000;305;100;8,8;7;0;0;2;12;3;0;0
20153;3477813561;0;28241;398;117;9,8;26023;374;92;9,8;9;1;0;0;9;2;0;1
20154;3477799250;0;20816;328;81;8,4;25342;329;88;9,4;1;2;0;1;12;1;0;0
20155;3477772574;0;25937;321;67;8,8;25969;333;88;9,2;13;2;0;0;12;1;0;0
20156;3495410891;0;30950;279;96;9;33991;322;69;9,4;20;1;0;2;25;2;0;1
20157;3482460331;0;24272;315;81;8,8;29912;363;88;9,8;9;1;0;2;17;1;0;1
20158;3482422971;0;28076;359;79;9,2;27120;329;88;9,4;12;0;0;0;14;3;0;1
20159;3481250557;0;23415;356;67;8,8;25532;375;93;9,6;5;1;0;0;9;2;0;0
20160;3481205785;1;29337;341;61;9,4;26182;272;77;8,6;19;1;0;0;14;2;0;1
20161;3490932963;1;26783;349;72;9,4;24406;382;88;9,4;12;3;0;1;6;0;0;2
20162;3490899120;1;27215;350;92;10;24541;347;89;9,2;13;0;0;0;9;1;0;1
20163;3490764262;1;26467;345;98;9,2;24436;350;72;8,8;9;2;0;1;6;1;0;2
20164;3489920537;0;24158;348;85;9;26899;338;103;9,4;9;2;0;1;10;1;0;0
20165;3486804500;0;25113;347;73;8,8;27431;364;86;9,6;7;1;0;1;11;2;0;1
20166;3457648214;1;26085;342;80;9,4;24866;327;92;9;12;3;0;0;8;0;0;2
20167;3457666226;0;25628;339;104;9,4;25027;397;96;9,6;8;2;0;0;7;1;0;1
20168;3506895587;1;26290;352;81;9,4;25094;350;74;8,8;13;3;0;0;10;0;0;0
20169;3475563131;1;26542;386;77;9,6;23218;347;68;8,8;13;2;0;0;7;1;0;0
20170;3461216743;0;28476;380;88;9,6;23469;365;77;8,8;10;1;0;0;6;1;0;0
20171;3461234353;0;21039;298;76;8,8;30573;390;94;9,2;5;0;0;4;12;3;0;0
20172;3450972406;0;24870;323;104;9,2;25387;362;88;9,4;8;1;0;0;10;0;0;0
20173;3488853558;0;29557;341;98;9,6;24337;357;89;8,8;13;2;0;0;7;1;0;3
20174;3469297094;0;21654;256;65;8,2;30937;376;80;9,8;7;0;0;2;22;3;0;0
20175;3457437603;1;24446;359;81;9,4;24382;326;77;9,2;5;2;0;0;9;1;0;1
20176;3457449982;0;23655;349;71;9,2;26818;396;106;9,6;7;1;0;0;10;1;0;0
20177;3457363765;0;26611;353;71;9;20868;307;89;8,4;13;1;0;0;3;1;0;2
20178;3505471869;1;24868;329;70;9;27754;374;88;9,4;14;0;0;2;7;3;0;0
20179;3505417908;1;27796;359;76;9;22796;309;91;8,8;14;2;0;0;6;1;0;1
20180;3504277060;0;25734;359;86;9;25318;321;86;9,2;8;1;0;1;10;2;0;1
20181;3496971108;0;27015;312;83;8,6;26376;353;103;9,2;13;2;0;0;12;1;0;1
20182;3497213313;0;23595;325;71;8,8;25538;343;92;9,2;7;1;0;1;7;1;0;0
20183;3497136157;1;28821;349;91;9,6;24889;321;90;9,2;15;1;0;0;9;1;0;1
20184;3497109022;1;26472;379;91;9,2;24229;357;92;9;9;2;0;0;6;1;0;1
20185;3497103003;0;23054;333;84;8,8;29285;385;87;9,2;3;2;0;2;12;1;0;1
20186;3496523363;1;31627;293;82;9,8;26538;322;68;9;23;2;0;1;11;1;0;2
20187;3490060974;0;21688;286;80;8,4;29886;357;113;9,8;5;1;0;2;16;1;0;0
20188;3460824090;0;21228;296;63;8,6;30257;377;83;9,4;4;0;0;2;15;1;0;0
20189;3460768916;0;23445;317;51;8,6;31769;357;91;10;8;0;0;1;24;1;0;0
20190;3460707304;1;31667;347;105;9,8;26184;334;67;9;18;1;0;0;15;0;0;1
20191;3460700277;1;27111;345;87;9,4;22251;326;94;8,8;12;2;0;0;3;0;0;1
20192;3509588280;1;26611;312;101;9,4;24779;341;85;9;12;1;0;0;7;1;0;1
20193;3506729264;1;25288;348;98;9;23307;358;68;9;8;2;0;0;7;0;0;1
20194;3500137835;1;28219;348;99;9,6;21942;295;65;8,8;14;1;0;0;6;1;0;1
20195;3500091639;1;29218;348;67;9;24810;288;83;9;15;1;0;0;11;1;0;1
20196;3493623124;0;23085;336;66;8,8;29280;360;82;9,2;6;0;0;4;13;2;0;0
20197;3493507768;0;26668;321;84;9,2;27596;360;77;9,2;9;1;0;2;12;1;0;1
20198;3459418722;1;25969;381;92;9,2;24452;346;83;9,2;6;2;0;0;9;1;0;1
20199;3421527795;1;25607;344;66;9,4;27123;361;76;9,2;11;0;0;1;13;2;0;0
20200;3409714238;1;27797;361;94;9,6;23366;377;97;8,8;11;3;0;0;5;0;0;2
20201;3470935627;0;22570;409;104;9,2;28322;438;100;9,6;1;0;0;2;8;3;0;0
20202;3443734150;0;25658;395;95;9,4;25679;291;99;9,4;9;1;0;0;13;2;0;0
20203;3411089547;1;27429;335;100;9,4;24514;333;92;9,2;10;2;0;0;8;0;0;1
20204;3399160804;0;23238;325;70;8,8;31957;346;103;10;4;0;0;3;19;3;0;0
20205;3501075293;1;30551;317;68;9;21235;259;68;8,4;17;2;0;0;6;0;0;1
20206;3501083517;1;26958;331;84;9,2;27253;338;79;8,8;14;2;0;2;10;1;0;0
20207;3489883311;1;28547;277;62;9;30426;333;78;9,8;19;2;0;1;18;1;0;0
20208;3460581060;0;28850;360;92;9,2;23459;347;91;9;15;3;0;0;6;0;0;1
20209;3460564462;1;26078;379;88;9,4;21967;357;92;8,8;10;0;0;0;3;2;0;0
20210;3496416499;1;25197;349;106;9,4;26156;369;69;9,4;7;0;0;0;13;2;0;0
20211;3474887565;1;27923;361;87;9,6;26691;308;76;9,8;14;1;0;0;16;1;0;0
20212;3442719427;0;24498;309;84;9;31816;377;95;9,8;9;0;0;2;18;1;0;0
20213;3406094508;0;24708;315;51;8,6;28786;319;102;9,2;10;0;0;3;14;2;0;1
20214;3480179709;0;25754;311;78;9,2;28973;343;119;9,6;12;1;0;2;14;2;0;0
20215;3479272864;0;25213;369;100;9,4;26827;331;99;9,2;7;1;0;2;9;1;0;1
20216;3479081909;0;21036;274;72;8,6;26226;332;103;9,2;6;0;0;1;12;3;0;0
20217;3509192349;1;28797;388;80;9,6;23991;308;74;8,8;14;2;0;0;6;0;0;2
20218;3506849717;1;25982;352;89;9,2;23482;330;74;8,8;11;1;0;0;9;1;0;0
20219;3482272217;1;28212;349;103;10;20610;329;65;8,8;14;3;0;0;2;0;0;2
20220;3450799916;1;29740;331;90;9,2;23999;306;76;8,8;19;2;0;0;10;0;0;2
20221;3412946478;0;26265;352;76;9,2;21745;349;87;9;13;1;0;0;4;1;0;0
20222;3406129225;1;27053;309;59;8,8;25181;331;63;8,8;16;1;0;0;10;2;0;1
20223;3482501636;1;27678;303;82;9,6;22585;349;64;8,8;14;2;0;0;4;0;0;1
20224;3457613124;0;26406;263;77;9;27694;293;87;9,6;15;1;0;3;13;1;0;1
20225;3457233160;0;22256;356;104;8,8;28529;356;75;9,4;3;0;0;1;16;3;0;0
20226;3457185826;0;24646;403;83;9,2;26689;390;92;9,6;6;0;0;1;10;3;0;0
20227;3456902367;0;22058;319;80;8,8;30470;382;97;9,4;5;1;0;2;12;1;0;0
20228;3505752773;0;23783;322;80;9,2;27210;354;104;9,4;7;1;0;1;12;2;0;1
20229;3504425156;0;23971;296;84;9;27331;339;100;9,4;8;1;0;2;10;2;0;1
20230;3504379615;1;30141;380;120;9,8;18590;290;67;8;14;3;0;0;0;0;0;4
20231;3505514218;0;22739;331;67;8,8;28521;409;107;9,8;6;1;0;2;12;2;0;0
20232;3475073705;1;27606;373;79;9;24768;318;90;9;9;1;0;0;11;2;0;1
20233;3474635634;0;25172;309;79;9,2;26778;298;86;9;12;0;0;0;13;1;0;0
20234;3473338712;1;26531;333;122;9,4;26544;322;68;8,6;11;2;0;2;10;1;0;0
20235;3473367400;1;29678;319;84;8,6;23333;282;87;8,6;15;1;0;0;8;1;0;2
20236;3508582675;0;23390;347;76;9;30176;368;95;9,8;6;0;0;2;16;3;0;0
20237;3489255229;1;27178;333;76;9,2;25366;358;72;9;12;2;0;0;9;0;0;1
20238;3463543790;1;28910;413;96;9,8;22247;347;78;9;7;3;0;0;5;0;0;3
20239;3503976366;0;23549;372;87;9;26057;342;123;9,4;3;2;0;1;6;1;0;0
20240;3501339083;0;24285;316;93;9;25359;359;78;9,4;7;1;0;0;9;1;0;1
20241;3480175079;1;27827;368;79;9,2;25534;370;87;9,2;11;1;0;1;6;1;0;2
20242;3480121138;1;26244;324;87;9,4;25847;341;94;9,6;10;3;0;0;12;0;0;1
20243;3479617909;0;21900;282;52;7,8;32398;354;97;9,6;9;0;0;4;19;3;0;0
20244;3479615289;1;25272;377;83;9,2;24846;390;88;9,4;5;1;0;1;5;2;0;2
20245;3479563109;0;22829;323;77;8,6;30139;369;91;9,6;7;1;0;2;16;2;0;0
20246;3512277109;0;26771;295;72;8,8;29095;345;83;9,4;11;0;0;3;13;2;0;2
20247;3478971142;0;27116;372;82;9,2;30465;364;89;10;12;1;0;2;17;1;0;1
20248;3446213846;0;24969;315;60;8,6;31381;365;76;9,6;9;0;0;4;19;2;0;1
20249;3446126053;0;23491;315;70;8,8;27346;312;84;9,2;7;2;0;1;15;1;0;0
20250;3446079614;1;28149;343;99;9,6;23571;346;68;8,8;12;3;0;0;6;0;0;1
20251;3509559927;1;25481;349;122;9;22866;330;94;9;5;2;0;0;5;1;0;2
20252;3508634932;0;25910;267;59;9;26942;320;80;9;16;1;0;0;15;1;0;0
20253;3507808330;1;29703;380;89;9,6;21938;292;68;8,4;15;2;0;0;7;1;0;1
20254;3498404383;1;29433;346;111;9,6;22145;305;92;8,8;15;3;0;0;6;0;0;2
20255;3490946761;1;27111;349;83;9,2;24008;358;76;9,2;9;1;0;0;6;2;0;2
20256;3488784061;1;28095;319;69;9;26267;310;80;9;16;2;0;1;13;1;0;2
20257;3488686835;0;27760;315;61;9,2;25430;265;97;9;15;1;0;0;13;2;0;2
20258;3501386078;1;25890;336;70;9;27076;340;108;9;13;0;0;1;11;3;0;0
20259;3477780381;0;23818;302;74;8,8;33195;334;100;9,6;11;1;0;2;23;2;0;0
20260;3473524081;0;21420;336;84;8,8;29056;414;92;9,8;4;1;0;1;13;1;0;0
20261;3447756895;0;27459;290;87;8,8;29363;323;108;9,4;12;1;0;2;17;2;0;1
20262;3447706210;0;20608;298;66;8;25732;303;77;9;4;1;0;5;12;1;0;0
20263;3497505227;1;29918;378;90;9,8;22060;298;65;9;18;2;0;0;8;1;0;3
20264;3497513494;0;23919;356;89;9,4;26666;424;92;9,8;7;2;0;0;8;1;0;0
20265;3497501945;1;30714;334;61;9,4;25346;309;79;9,2;18;3;0;0;13;0;0;2
20266;3507617468;0;27868;308;94;9,4;28554;351;72;9;14;1;0;3;14;2;0;1
20267;3504569351;0;22004;339;87;8,8;26639;382;72;9,2;5;0;0;1;13;2;0;0
20268;3477813416;0;25259;325;63;9,2;30672;404;81;10;13;1;0;1;16;1;0;0
20269;3477830184;0;21650;324;54;8,2;30065;356;105;10;5;0;0;1;19;3;0;0
20270;3477806241;0;22446;323;82;8,4;27582;384;88;9,2;4;0;0;2;11;3;0;0
20271;3477753152;1;27523;347;74;9,6;25550;355;92;9,4;15;0;0;0;10;3;0;0
20272;3499352183;0;23762;326;82;9;28941;369;100;9,8;7;0;0;1;14;2;0;0
20273;3499276791;1;25577;358;100;9,6;21631;347;92;9;9;2;0;0;3;0;0;0
20274;3499195565;0;21240;273;78;8;28922;368;80;9,4;6;0;0;2;13;3;0;0
20275;3499098645;1;26220;382;100;9,4;26165;400;103;8,8;9;0;0;1;7;3;0;0
20276;3481371832;0;27373;347;119;9,2;24018;354;16;8,2;6;3;0;1;8;0;0;2
20277;3481306665;0;26642;343;54;9;26540;322;76;9;10;2;0;2;10;1;0;1
20278;3451696081;1;27190;301;52;9,6;26213;298;80;9,2;17;0;0;0;13;2;0;1
20279;3451701490;1;29065;345;82;9,8;26082;340;83;9;15;1;0;1;9;1;0;2
20280;3451673247;0;29443;367;71;9,4;23888;309;104;9,2;12;1;0;0;8;1;0;3
20281;3497661855;1;25203;332;79;9;27694;359;88;9,6;10;1;0;0;16;0;0;0
20282;3496735646;1;25315;285;80;9,2;25605;285;82;8,8;13;2;0;0;12;1;0;0
20283;3496751145;1;28560;406;135;10;22127;357;70;9;7;3;0;0;3;0;0;2
20284;3510168057;0;27805;306;74;9,4;26474;319;100;8,8;15;2;0;2;10;1;0;0
20285;3507212789;0;23586;335;61;8,8;29149;410;71;9,6;8;1;0;2;12;2;0;0
20286;3512365614;0;23184;339;84;8,8;30428;338;96;9,4;6;1;0;1;18;1;0;0
20287;3512340860;1;30047;344;126;9,6;22526;305;69;8,6;15;3;0;0;7;0;0;2
20288;3511924509;0;24809;337;85;9;26862;338;92;9;7;1;0;1;12;2;0;1
20289;3510364782;1;31999;357;114;9,4;21435;278;79;8,2;14;1;0;0;4;1;0;4
20290;3508835065;0;24113;401;62;8,8;26893;372;96;9,4;3;0;0;0;12;1;0;1
20291;3480235403;0;20429;310;54;8,4;26845;364;101;9,4;2;0;0;2;11;3;0;0
20292;3448660751;1;29932;406;107;10;21489;333;88;8,4;13;1;0;0;2;1;0;2
20293;3409387979;1;25299;303;84;9,2;28442;353;72;9,6;11;2;0;1;15;1;0;0
20294;3408660788;1;26910;351;80;9,2;22956;340;94;9;12;2;0;0;5;0;0;1
20295;3488192601;0;24403;345;65;8,8;23657;308;64;8,6;8;1;0;0;11;1;0;1
20296;3488165138;1;27651;287;66;8,6;25833;260;66;8,2;19;1;0;0;15;1;0;0
20297;3488058602;1;21736;293;80;8,6;27699;350;85;9,4;5;1;0;2;11;2;0;0
20298;3488064523;0;20367;315;68;8,2;29099;321;101;9,8;1;0;0;3;15;2;0;0
20299;3510322131;0;21805;348;94;8,8;24794;365;85;9,6;2;1;0;0;8;2;0;0
20300;3506448461;0;26204;346;64;9,2;24738;347;98;9,4;9;1;0;0;10;2;0;2
20301;3506379585;0;23896;342;61;8,8;24359;339;77;9,2;6;1;0;1;8;2;0;1
20302;3507184765;1;26523;380;104;10,2;21999;352;92;9,2;11;1;0;0;2;1;0;0
20303;3483296280;1;25864;341;81;9,4;23869;348;88;9;12;2;0;0;7;1;0;0
20304;3483283359;0;23168;334;80;9;25300;341;93;9,2;6;0;0;0;11;1;0;0
20305;3483290387;1;27697;317;87;9,4;24828;342;105;9;13;1;0;0;7;2;0;1
20306;3482722161;0;22517;280;75;8,8;29375;329;100;9,6;8;0;0;4;14;3;0;0
20307;3482683707;1;25522;329;80;9,2;26790;333;99;9,4;12;2;0;1;10;1;0;0
20308;3485960663;1;29343;318;72;9,4;25961;305;71;9,2;14;2;0;0;13;1;0;4
20309;3485879567;1;32203;351;105;9,6;21775;311;67;8,4;16;3;0;0;6;0;0;5
20310;3485887066;0;23958;293;64;8,8;29098;356;67;9,4;7;1;0;3;15;1;0;1
20311;3485885194;1;26554;322;104;9,4;22501;281;92;8,8;12;1;0;0;7;2;0;1
20312;3485912207;0;19639;247;60;7,8;30875;374;92;9,4;3;1;0;3;18;1;0;0
20313;3512118540;0;24458;294;88;9;29098;332;80;9,4;10;1;0;2;16;1;0;0
20314;3507781063;0;23620;335;64;8,6;30061;351;97;9,4;5;1;0;1;19;2;0;1
20315;3512384427;0;24945;358;94;9,2;31218;354;96;9,8;7;0;0;3;17;3;0;0
20316;3510151829;0;25611;279;95;8,8;30481;328;88;9,6;14;1;0;3;18;2;0;0
20317;3487699817;1;29524;383;83;9,4;24602;319;70;9,4;14;3;0;0;11;0;0;1
20318;3464898088;0;23469;356;81;9;27502;383;105;9,8;5;1;0;0;12;2;0;0
20319;3462682641;0;25990;401;84;9,4;22239;323;88;9;6;1;0;0;6;2;0;1
20320;3462657183;0;25382;316;83;9,2;21469;351;59;8,6;14;1;0;0;2;1;0;0
20321;3462645302;1;30161;337;80;9,8;24377;334;88;9,2;20;3;0;0;7;0;0;2
20322;3502328128;0;25437;342;69;9;28907;372;92;9,4;8;1;0;2;12;1;0;1
20323;3462935917;1;33028;318;111;9,8;26849;347;64;9,2;22;2;0;0;14;0;0;1
20324;3512275351;0;26859;367;65;8,6;28847;309;100;9,4;8;1;0;1;17;2;0;2
20325;3509388888;1;27279;308;88;9,2;25158;347;86;9,2;11;2;0;0;12;1;0;2
20326;3508470728;0;26608;340;85;9,4;25161;365;85;9,2;13;2;0;0;7;1;0;0
20327;3507704055;1;25714;349;90;9,2;30408;376;96;10;9;1;0;3;15;1;0;0
20328;3508187496;1;25989;357;83;9;25943;318;86;9,4;8;3;0;0;13;0;0;1
20329;3508204213;0;21187;282;71;8,2;33427;346;92;9,8;5;0;0;6;15;3;0;0
20330;3508007545;1;28328;375;73;9,4;23223;351;106;9,2;11;0;0;0;4;1;0;2
20331;3498060742;0;25221;308;59;8,6;26266;331;72;9,2;10;2;0;0;14;1;0;2
20332;3511038825;1;26472;352;95;9,8;24138;339;112;9,2;12;3;0;1;5;0;0;0
20333;3511130910;1;24395;324;80;9;29164;313;92;9,4;9;1;0;1;17;1;0;0
20334;3489218985;0;28423;327;76;9,2;26737;311;68;9,2;13;1;0;1;14;1;0;1
20335;3505225831;1;29803;383;96;9,8;22777;352;73;8,8;15;3;0;0;4;0;0;2
20336;3505156831;0;28205;331;58;9;30518;314;72;9,2;17;0;0;1;22;2;0;0
20337;3505152990;1;25793;343;85;9,4;27338;315;95;9;10;0;0;1;12;3;0;0
20338;3512121283;1;28519;312;95;9;21982;295;68;8,4;14;3;0;1;4;0;0;2
20339;3506392651;1;28841;368;96;9,6;22598;352;68;9;13;1;0;0;6;1;0;1
20340;3487114314;0;20622;304;80;8,6;30013;422;90;10;3;0;0;3;15;3;0;0
20341;3485839315;1;25436;373;92;9,6;24872;334;84;9,2;7;1;0;0;8;0;0;1
20342;3481056567;0;22848;319;71;9,4;27122;355;108;9,6;7;0;0;2;10;3;0;0
20343;3481083994;1;28485;351;77;9,4;23446;333;84;9;15;3;0;0;7;0;0;2
20344;3493433541;0;28017;294;95;8,8;29784;345;85;9,4;15;2;0;1;16;1;0;1
20345;3490045137;0;21827;311;78;8,8;30065;360;93;9,6;4;1;0;3;14;2;0;0
20346;3489992674;1;27843;311;84;8,8;24853;350;98;9;12;3;0;1;6;0;0;2
20347;3501899381;1;27092;356;80;9,2;22247;345;63;8,6;11;2;0;0;5;1;0;2
20348;3463728868;1;25160;355;80;9,2;22594;318;84;9;7;2;0;0;7;1;0;1
20349;3509902057;0;23744;385;75;8,8;24754;381;106;9,4;5;1;0;0;7;0;0;1
20350;3503800526;0;27098;307;84;9;26601;309;94;9,2;15;2;0;0;13;1;0;1
20351;3502456075;1;31887;428;70;9,2;21443;298;66;8,2;11;2;0;0;6;1;0;7
20352;3489825952;0;23512;341;84;8,8;28041;324;88;9,2;5;2;0;1;13;1;0;1
20353;3461986892;0;25547;309;54;8,4;28569;297;88;8,6;13;0;0;1;15;3;0;0
20354;3447960999;1;24891;341;100;9,2;25648;339;83;9,2;9;2;0;0;11;0;0;0
20355;3416992364;0;21497;315;87;8,8;28510;413;94;9,4;4;0;0;2;11;3;0;0
20356;3508974132;0;26491;321;57;9;30919;325;79;10;12;1;0;1;25;2;0;1
20357;3504754378;1;30735;366;93;9,8;22484;290;69;8,8;19;3;0;0;6;0;0;2
20358;3477959072;1;27645;318;73;9;24271;343;86;9;11;2;0;0;7;1;0;2
20359;3478003761;1;28932;365;85;9,6;24642;343;92;9;13;3;0;0;7;0;0;1
20360;3454526906;1;23694;364;88;9,2;24861;346;96;9,2;6;0;0;0;9;2;0;0
20361;3417291628;0;29417;335;88;9;27053;332;109;9,6;14;1;0;0;13;2;0;2
20362;3512212331;1;27635;362;110;9,8;24253;355;94;9,4;9;2;0;0;8;1;0;2
20363;3504578178;1;30187;364;91;9,6;22596;325;89;8,8;17;2;0;0;7;1;0;1
20364;3504535626;1;24552;353;86;9;26403;348;89;9,4;9;2;0;0;11;1;0;1
20365;3504478334;1;26326;348;92;9,2;23536;332;79;9;12;3;0;0;8;0;0;0
20366;3503121412;0;20568;276;76;8,6;31845;392;96;9,6;3;0;0;4;16;3;0;0
20367;3502595756;0;22282;327;84;8,4;29811;338;93;9,2;3;0;0;3;13;3;0;0
20368;3490102529;0;24672;355;85;9;30145;372;87;9,4;7;1;0;1;14;1;0;0
20369;3486699775;0;24224;375;90;9;25704;339;91;9,6;5;0;0;0;13;1;0;0
20370;3488498291;0;29325;348;78;9,4;25647;351;68;9,2;16;2;0;0;10;0;0;3
20371;3481431786;1;30909;348;100;9,6;22687;280;63;8,4;18;2;0;0;10;1;0;2
20372;3452335604;1;30164;360;83;9,8;22850;322;59;8,8;18;3;0;0;6;0;0;1
20373;3450070425;0;22632;335;68;8,8;25857;364;87;9,4;4;1;0;2;7;2;0;0
20374;3432524503;1;31014;356;87;9,4;25549;301;77;8,6;17;2;0;0;12;1;0;3
20375;3511773681;0;25723;331;80;9,6;24853;326;90;9;14;3;0;0;8;0;0;0
20376;3509053691;0;24459;343;93;9;26720;353;101;9,8;9;3;0;0;12;0;0;0
20377;3508966722;1;29359;306;122;9,8;20674;326;76;8,6;15;3;0;0;1;0;0;1
20378;3481947031;0;22720;310;63;8,2;31490;363;82;9,4;8;1;0;3;18;1;0;0
20379;3476455252;0;25833;337;93;9,2;23364;372;55;8,8;9;2;0;0;6;0;0;1
20380;3475791318;1;25842;348;84;9,4;22622;331;88;8,8;11;1;0;0;6;0;0;0
20381;3475704500;0;24856;332;90;8,8;25132;349;77;9,2;10;1;0;1;7;2;0;0
20382;3475680878;0;24558;312;68;9;30203;380;81;9,6;11;0;0;2;18;1;0;0
20383;3508803752;0;25548;392;92;9,6;22496;330;84;9,2;9;0;0;0;5;2;0;0
20384;3508684975;0;21534;319;76;8,8;29579;401;118;10;3;1;0;1;11;2;0;0
20385;3508667084;0;26894;392;92;9,6;25542;374;95;9,4;10;2;0;1;7;0;0;1
20386;3481078022;0;24867;307;78;9,2;28061;335;110;9,6;10;0;0;1;15;2;0;0
20387;3481094176;0;24854;268;92;8,8;31299;329;73;9;10;1;0;4;19;2;0;0
20388;3481081586;0;25122;363;107;9;25598;374;78;9,4;5;1;0;0;10;2;0;2
20389;3478707757;0;25154;303;73;9;26751;339;61;9,2;13;2;0;0;14;0;0;0
